record_id,label,window_start_utc,window_end_utc,ip_version,src_ip,dst_ip,src_port,dst_port,transport,app_proto,direction,duration_ms,packets,bytes,pkts_per_s,bytes_per_s,tcp_syn,tcp_ack,tcp_fin,tcp_rst,ipv6_flow_label,ipv6_next_header,ipv6_hop_limit,ipv6_ext_hdr_count,ipv6_fragment_count,icmpv6_nd_msgs,payload_entropy
R0000723,Benign,2026-01-01T00:54:59+00:00,2026-01-01T00:54:59.166000+00:00,6,2001:db8:1f8:9cad:ea6:6dbf:a011:b8d8,2001:db8:1:7ca:d2c5:7940:927a:72df,40840,445,UDP,SMB,inbound,166.303,5,408,30.065625156680426,2453.3550127851227,0,0,0,0,217867,17,59,2,1,1,4.225878153783632
R0000724,Benign,2026-01-01T02:20:21+00:00,2026-01-01T02:20:21.759000+00:00,6,2001:db8:1:bc77:b4a4:cb80:2737:9316,2001:db8:1:d9d7:def4:2b39:2d49:d235,6451,53,TCP,DNS,lateral,759.823,3,180,3.9482894818036853,236.89736890822113,2,1,0,0,130705,6,62,1,0,0,5.931955502509846
R0000725,Benign,2026-01-01T00:20:24+00:00,2026-01-01T00:20:24.419000+00:00,6,2001:db8:1:9d2f:a7b4:f9c8:31b5:efb0,2001:db8:1:5529:444:c6f1:bcc9:c2e6,56613,123,TCP,NTP,lateral,419.861,2,310,4.763484993156776,738.3401739393004,2,0,0,0,768095,6,129,1,0,2,4.790691525904279
R0000726,Benign,2026-01-01T06:36:45+00:00,2026-01-01T06:36:45.997000+00:00,6,2001:db8:1:fbd:ab6d:9aa8:aaef:dbe1,2001:db8:1d3:3650:3164:82fe:10a0:e260,10691,3389,UDP,RDP,outbound,997.58,11,955,11.026687724051342,957.3169796790029,0,0,0,0,93340,17,63,2,1,0,5.092735234189059
R0000727,Benign,2026-01-01T22:19:35+00:00,2026-01-01T22:19:36.209000+00:00,6,2001:db8:1:bf30:a2a3:71:2c47:a51f,2001:db8:1f0:eb45:d67d:f90d:d795:70be,21416,443,TCP,HTTPS,outbound,1209.854,4,257,3.3061852533536746,212.42240252797362,3,1,0,0,180554,6,67,1,1,0,4.604465064816141
R0000728,Benign,2026-01-01T01:57:02+00:00,2026-01-01T01:57:02.907000+00:00,6,2001:db8:1:161f:bac3:d057:2eb8:6221,2001:db8:1:9755:5147:c3ba:2f87:5748,64316,123,TCP,NTP,lateral,907.306,17,1020,18.73678780137037,1124.207268082222,2,15,0,0,785445,6,66,0,0,0,5.399423985986767
R0000729,Benign,2026-01-01T04:16:19+00:00,2026-01-01T04:16:19.090000+00:00,6,2001:db8:1a4:6ee9:ae4e:d89f:d659:d69f,2001:db8:1:dd55:e6c7:5732:f151:ff15,50006,22,UDP,SSH,inbound,90.471,14,840,154.7464053606767,9284.784321640604,0,0,0,0,602043,17,63,2,0,1,6.14118186641997
R0000730,Benign,2026-01-01T08:31:25+00:00,2026-01-01T08:31:25.479000+00:00,6,2001:db8:130:30d7:d5d4:999b:39d8:8a14,2001:db8:1:3300:e231:8ce6:45d6:2ecd,65201,53,TCP,DNS,inbound,479.483,47,10590,98.02229162902233,22086.299326624394,2,45,0,0,193802,6,62,1,1,2,5.227313379851439
R0000731,Benign,2026-01-01T10:24:44+00:00,2026-01-01T10:24:44.173000+00:00,6,2001:db8:1:d45a:731d:c76f:85e6:20fe,2001:db8:1d4:ec49:afe1:d845:a18a:f249,3431,53,TCP,DNS,outbound,173.06,6,360,34.66996579283287,2080.1979475699723,3,3,0,1,441791,6,64,2,1,0,4.9509281553469595
R0000732,Benign,2026-01-01T06:11:49+00:00,2026-01-01T06:11:49.089000+00:00,6,2001:db8:1:5799:351b:3e63:49e7:85c7,2001:db8:180:f6c2:f7ee:fd84:b31c:8349,55409,3389,UDP,RDP,outbound,89.514,13,2359,145.22861378690155,26353.407686407747,0,0,0,0,441916,17,64,2,1,0,4.87593182479103
R0000733,Benign,2026-01-01T16:49:51+00:00,2026-01-01T16:49:51.686000+00:00,6,2001:db8:1a8:8875:845c:10ea:1d84:2e8f,2001:db8:1:79a7:2fb9:950b:a190:aa44,31645,53,TCP,DNS,inbound,686.975,17,2317,24.746168933349967,3372.7572599159926,2,15,1,0,70988,6,61,2,1,1,5.476600765511181
R0000734,Benign,2026-01-01T13:07:21+00:00,2026-01-01T13:07:22.183000+00:00,6,2001:db8:1:6be1:28a3:df6e:205:9f80,2001:db8:1:5630:55af:b783:79ba:19db,60201,123,UDP,NTP,lateral,1183.146,6,674,5.071223766130231,569.6674697286293,0,0,0,0,979037,17,61,0,0,1,5.4232708359202615
R0000735,Exploits,2026-01-01T16:17:07+00:00,2026-01-01T16:17:07.067000+00:00,6,2001:db8:197:f483:74d9:9fb1:9dda:4e36,2001:db8:1:6f5a:b1ca:a64c:9372:7484,32060,23,UDP,OTHER,inbound,67.103,5,300,74.51277189500007,4470.7663137000045,0,0,0,0,1011996,17,64,2,5,1,6.994447375508908
R0000736,Benign,2026-01-01T00:41:07+00:00,2026-01-01T00:41:07.721000+00:00,6,2001:db8:1:c35f:3bfb:48d5:e09f:6e24,2001:db8:1:ed48:e69f:1f78:ef4c:113d,8092,3389,TCP,RDP,lateral,721.553,1,459,1.3858999480099317,636.1280761365587,1,0,0,0,840433,6,255,1,1,1,4.423500859507
R0000737,Benign,2026-01-01T07:25:21+00:00,2026-01-01T07:25:21.221000+00:00,6,2001:db8:1:f719:98cb:3cb4:e2f7:e7ea,2001:db8:1:862a:f15e:609c:b297:fa7f,63381,22,TCP,SSH,lateral,221.37,11,790,49.690531259633204,3568.6836086463845,1,10,2,0,112826,6,126,2,0,0,4.513720864244916
R0000738,Benign,2026-01-01T20:35:10+00:00,2026-01-01T20:35:10.111000+00:00,6,2001:db8:1:2a53:655f:daa5:756e:3fd6,2001:db8:1a8:9a92:37:42ae:75e9:13d8,14157,53,UDP,DNS,outbound,111.118,15,2927,134.99120671195655,26341.284136393122,0,0,0,0,495312,17,64,0,1,1,4.667274501783097
R0000739,Benign,2026-01-01T05:05:59+00:00,2026-01-01T05:05:59.858000+00:00,6,2001:db8:1:8e2b:af49:6395:2775:957e,2001:db8:15f:cf5c:c68e:47b0:d87d:b947,32307,443,TCP,HTTPS,outbound,858.939,3,180,3.4926825839873166,209.560955039239,3,0,0,1,826377,6,61,0,1,0,6.28005605913931
R0000740,Benign,2026-01-01T17:31:44+00:00,2026-01-01T17:31:44.942000+00:00,6,2001:db8:13e:2457:b4cb:1a42:76a6:e2e6,2001:db8:1:1887:eabd:37da:c357:a620,9445,143,TCP,IMAP,inbound,942.475,14,3259,14.854501429359447,3457.9157255916025,3,11,1,1,593902,6,125,1,0,1,5.54859511986098
R0000741,Benign,2026-01-01T19:45:27+00:00,2026-01-01T19:45:27.360000+00:00,6,2001:db8:17d:1d7:58cc:49bb:1258:1998,2001:db8:1:f860:bd8c:c32e:ab7d:9b2,2786,8080,TCP,HTTP-ALT,inbound,360.446,19,1927,52.712427500370985,5346.149883853415,3,16,0,0,712719,6,62,0,0,0,5.74090851856099
R0000742,Benign,2026-01-01T15:41:49+00:00,2026-01-01T15:41:49.887000+00:00,6,2001:db8:1:a544:13c7:f140:ea22:4efd,2001:db8:17f:fcb3:2359:3443:3ae6:1863,3923,22,UDP,SSH,outbound,887.628,4,240,4.506394506843928,270.38367041063566,0,0,0,0,805445,17,64,0,1,1,5.808905356254632
R0000743,Benign,2026-01-01T19:20:58+00:00,2026-01-01T19:20:58.510000+00:00,6,2001:db8:1d2:3f14:acde:afcd:6306:5765,2001:db8:1:42d2:8ea:6671:7b0c:36b,12788,143,TCP,IMAP,inbound,510.74,2,172,3.9158888133991034,336.76643795232286,2,0,0,0,223201,6,57,0,1,2,6.5697011076541845
R0000744,Benign,2026-01-01T23:02:17+00:00,2026-01-01T23:02:17.151000+00:00,6,2001:db8:1:678b:dcca:9a71:a7e7:139,2001:db8:103:2124:ce92:5ae:cdb5:782a,21931,53,TCP,DNS,outbound,151.798,4,240,26.350803397948948,1581.048203876937,3,1,0,0,1019508,6,65,0,1,2,4.355675962816929
R0000745,Benign,2026-01-01T18:51:06+00:00,2026-01-01T18:51:06.081000+00:00,6,2001:db8:1:4236:6ccb:9163:4d8e:6d5e,2001:db8:11d:af73:a255:80ef:bdf7:f8f0,53919,8080,TCP,HTTP-ALT,outbound,81.203,1,128,12.314751491086918,1576.2881908591255,1,0,0,0,765170,6,126,1,1,1,4.646910183085868
R0000746,Benign,2026-01-01T10:26:14+00:00,2026-01-01T10:26:14.754000+00:00,6,2001:db8:1:acba:decc:eaea:622b:3588,2001:db8:101:c7ea:267f:c6ec:147b:7a33,0,110,ICMPv6,OTHER,outbound,754.668,7,1092,9.275606274248927,1446.9945787828326,0,0,0,0,954181,58,59,2,1,0,5.423153054747697
R0000747,Benign,2026-01-01T13:01:33+00:00,2026-01-01T13:01:33.662000+00:00,6,2001:db8:175:d2fd:7d57:d424:de2e:7abc,2001:db8:1:e3a0:cd1:9e0c:5dfa:8933,46007,8080,TCP,HTTP-ALT,inbound,662.949,17,1020,25.643015860463798,1538.580951627828,1,16,1,0,621059,6,61,1,1,1,4.3217367471765336
R0000748,Benign,2026-01-01T02:01:01+00:00,2026-01-01T02:01:01.441000+00:00,6,2001:db8:153:1b1e:725f:875a:47c:1fe5,2001:db8:1:91e:a2cf:c32d:4c34:f9de,8343,8080,TCP,HTTP-ALT,inbound,441.377,6,465,13.593836469479076,1053.5223263846285,1,5,0,0,521408,6,131,1,0,2,5.496576938530305
R0000749,Benign,2026-01-01T01:50:12+00:00,2026-01-01T01:50:13.262000+00:00,6,2001:db8:1:6e5c:7e52:c22c:a207:bf3,2001:db8:158:6b3c:4652:7e16:e489:149f,46177,445,TCP,SMB,outbound,1262.547,12,720,9.504596927735857,570.2758156641514,1,11,0,0,961375,6,124,2,0,2,3.6484877509410714
R0000750,Benign,2026-01-01T09:37:03+00:00,2026-01-01T09:37:03.732000+00:00,6,2001:db8:1a3:47cf:b94b:a015:fa12:6797,2001:db8:1:19e3:e1cd:2b70:cffe:7547,34619,143,TCP,IMAP,inbound,732.048,25,10030,34.15074675087807,13701.279596452283,2,23,0,0,633310,6,130,2,0,1,6.362838577534986
R0000751,Benign,2026-01-01T12:20:13+00:00,2026-01-01T12:20:13.867000+00:00,6,2001:db8:1:be20:a724:27a6:b8ba:61b8,2001:db8:1d6:3c04:144b:e8bc:e207:6595,64276,143,TCP,IMAP,outbound,867.028,13,1540,14.993746846245065,1776.1823187090308,3,10,1,0,635859,6,65,0,0,2,5.5231854824582065
R0000752,Benign,2026-01-01T14:30:39+00:00,2026-01-01T14:30:40.281000+00:00,6,2001:db8:15f:cdf4:c80:33f0:cc88:4185,2001:db8:1:3717:7911:2e22:92c6:2630,19032,143,UDP,IMAP,inbound,1281.05,19,2993,14.831585828959142,2336.3650729513006,0,0,0,0,95928,17,62,2,0,1,5.956564674913141
R0000753,Benign,2026-01-01T02:19:53+00:00,2026-01-01T02:19:53.115000+00:00,6,2001:db8:1:683d:14b:69c:45ce:5149,2001:db8:1c8:3477:4ca:c3d1:3506:e337,44095,143,UDP,IMAP,outbound,115.003,23,1380,199.99553811708884,11999.73228702533,0,0,0,0,667228,17,64,0,1,1,4.3548460415738415
R0000754,Benign,2026-01-01T22:19:01+00:00,2026-01-01T22:19:01.663000+00:00,6,2001:db8:1:9c83:1050:1d65:3897:3d15,2001:db8:1b6:47d5:ba68:f429:49af:5000,55220,8080,TCP,HTTP-ALT,outbound,663.846,9,540,13.557362687871883,813.441761272313,2,7,0,1,815874,6,65,1,1,2,4.622079223167289
R0000755,Benign,2026-01-01T15:51:24+00:00,2026-01-01T15:51:24.575000+00:00,6,2001:db8:171:c316:d297:cb66:58ab:766f,2001:db8:1:dab7:7642:31c3:26da:f6d1,14828,445,TCP,SMB,inbound,575.868,4,291,6.946033333454088,505.32392500878495,1,3,0,0,845022,6,62,2,0,2,6.0567024802425555
R0000756,Benign,2026-01-01T03:44:29+00:00,2026-01-01T03:44:30.825000+00:00,6,2001:db8:1fc:257f:8fb3:b07:7c8d:c9d0,2001:db8:1:3522:1545:8478:5865:8721,25219,3389,TCP,RDP,inbound,1825.555,1,60,0.5477785935503152,32.86671561301891,1,0,0,0,980167,6,61,1,1,1,3.8474913105592776
R0000757,Benign,2026-01-01T14:34:15+00:00,2026-01-01T14:34:15.332000+00:00,6,2001:db8:1:6a57:6e78:cd59:909c:ca67,2001:db8:105:fe16:c3d3:1e5c:feee:7138,37490,25,TCP,SMTP,outbound,332.733,13,2317,39.07041630603019,6963.55035239015,2,11,1,0,276189,6,64,2,1,0,5.857763176150374
R0000758,Reconnaissance,2026-01-01T15:56:29+00:00,2026-01-01T15:56:29.141000+00:00,6,febf:20:c70b:db6e:c451:e562:28bb:ecfb,fea3:345a:66af:9249:fa98:f602:bc05:9dfb,0,22,ICMPv6,OTHER,inbound,141.362,1,60,7.074012652344436,424.44075914066616,0,0,0,0,221540,58,127,1,1,11,3.6046268968441844
R0000759,Benign,2026-01-01T03:46:02+00:00,2026-01-01T03:46:02.277000+00:00,6,2001:db8:1:8097:5159:b574:a2de:d1de,2001:db8:164:6579:8852:787c:891e:daa2,57323,22,UDP,SSH,outbound,277.082,13,1824,46.917558180122846,6582.894316964929,0,0,0,0,942577,17,61,1,1,1,4.712294627051255
R0000760,Benign,2026-01-01T23:22:54+00:00,2026-01-01T23:22:55.060000+00:00,6,2001:db8:1:d472:885c:c793:da:b7f8,2001:db8:176:ca1c:c34f:b3a9:5584:9e58,12313,123,UDP,NTP,outbound,1060.928,14,6578,13.195988795780515,6200.229592760302,0,0,0,0,876819,17,67,2,0,1,6.3442930685599395
R0000761,Benign,2026-01-01T13:39:48+00:00,2026-01-01T13:39:48.115000+00:00,6,2001:db8:1:2379:3964:afe6:9e6e:a7d7,2001:db8:180:dc48:9eb3:18ad:9c15:b25e,40317,80,TCP,HTTP,outbound,115.69,18,1906,155.58757125308998,16474.995044910527,1,17,1,2,524163,6,62,2,1,0,5.368015340532529
R0000762,Benign,2026-01-01T11:19:55+00:00,2026-01-01T11:19:55.944000+00:00,6,2001:db8:1be:32fa:5d0:f23a:5ecb:b693,2001:db8:1:ca35:e22d:dfbb:99f1:9675,26539,123,TCP,NTP,inbound,944.533,14,840,14.822143239283136,889.3285943569882,1,13,0,0,501880,6,66,2,0,0,4.562412457924037
R0000763,Benign,2026-01-01T19:07:19+00:00,2026-01-01T19:07:19.331000+00:00,6,2001:db8:110:9792:4b00:dcfc:21f5:5aa5,2001:db8:1:34fe:7e8:6429:e4fa:6417,31247,8080,UDP,HTTP-ALT,inbound,331.299,18,1080,54.3316355139205,3259.8981308352304,0,0,0,0,507266,17,69,1,0,2,3.3789139307055036
R0000764,Benign,2026-01-01T17:57:59+00:00,2026-01-01T17:57:59.235000+00:00,6,2001:db8:1:9aa0:cdbe:6de6:1c74:cdfd,2001:db8:1df:40fe:54cd:67b4:d67f:17d,0,53,ICMPv6,OTHER,outbound,235.591,13,2151,55.18027493966486,9130.213184247625,0,0,0,0,14435,58,254,0,1,2,5.142609296998458
R0000765,Benign,2026-01-01T10:31:28+00:00,2026-01-01T10:31:28.583000+00:00,6,2001:db8:1:785f:fedb:5a32:850f:7bdc,2001:db8:112:37b:62a4:afe:dcb7:1b1f,63779,143,UDP,IMAP,outbound,583.763,8,2332,13.704191622251694,3994.7718578863687,0,0,0,0,49744,17,130,1,0,2,6.072824351005635
R0000766,Exploits,2026-01-01T02:29:13+00:00,2026-01-01T02:29:13.124000+00:00,6,2001:db8:1d4:bf9:65fd:5412:cfc9:1b52,2001:db8:1:c4cd:b9a3:773d:d283:4904,24838,80,UDP,HTTP,inbound,124.845,8,712,64.07935257728346,5703.062379378228,0,0,0,0,260166,17,60,4,12,1,6.360164183945767
R0000767,Benign,2026-01-01T05:02:31+00:00,2026-01-01T05:02:31.248000+00:00,6,2001:db8:1:caa7:c0ea:7a67:946e:8ec2,2001:db8:12b:4088:b8d4:9cf2:1c9d:dbd3,28083,110,UDP,POP3,outbound,248.668,16,960,64.34280923663144,3860.568554197886,0,0,0,0,1012066,17,133,2,1,0,4.303667341407938
R0000768,Benign,2026-01-01T16:47:22+00:00,2026-01-01T16:47:22.491000+00:00,6,2001:db8:1:e631:754f:595f:12f6:38e6,2001:db8:1c0:a400:7dd7:fc59:b586:74b5,50633,22,TCP,SSH,outbound,491.456,18,1327,36.625874104903,2700.140829844793,2,16,2,1,693446,6,130,1,1,1,3.970816402199584
R0000769,Benign,2026-01-01T15:12:48+00:00,2026-01-01T15:12:49.490000+00:00,6,2001:db8:1:25e4:23d8:6a4f:c2e6:c05,2001:db8:106:a409:49d6:93b1:8593:53fa,58706,22,TCP,SSH,outbound,1490.558,10,724,6.708896240288103,485.72408779685867,3,7,0,0,331984,6,63,1,1,2,6.008919269392719
R0000770,Benign,2026-01-01T13:59:51+00:00,2026-01-01T13:59:51.238000+00:00,6,2001:db8:1:be65:2789:76c9:4b7d:3b08,2001:db8:120:e8da:b1f0:ed9b:ce21:7fb3,40833,53,TCP,DNS,outbound,238.41,3,1179,12.583385469824362,4945.270489640974,1,2,0,0,58730,6,126,1,1,1,6.031616786180404
R0000771,Benign,2026-01-01T08:59:04+00:00,2026-01-01T08:59:04.487000+00:00,6,2001:db8:182:330e:b89c:96e9:5d39:b505,2001:db8:1:ff01:dec7:8f9e:bed6:4914,27621,3389,TCP,RDP,inbound,487.126,4,437,8.211425719300387,897.0982598335672,3,1,0,0,659126,6,130,1,0,1,5.011738664913693
R0000772,Benign,2026-01-01T05:23:00+00:00,2026-01-01T05:23:01.180000+00:00,6,2001:db8:1:8675:deeb:9601:2b4b:8171,2001:db8:17b:e752:2ce6:2f9f:7b67:caba,1956,143,UDP,IMAP,outbound,1180.628,6,360,5.0820417337906285,304.9225040274377,0,0,0,0,432913,17,62,2,0,1,5.39624094066672
R0000773,Benign,2026-01-01T04:51:38+00:00,2026-01-01T04:51:38.659000+00:00,6,2001:db8:1:a666:1e9d:8b00:ca0d:e08e,2001:db8:17f:b0b7:5b43:ae1a:326a:cdea,38340,445,TCP,SMB,outbound,659.319,1,109,1.5167156444283425,165.32200524268933,1,0,0,0,478929,6,128,2,0,2,4.9224557436844485
R0000774,Benign,2026-01-01T05:52:21+00:00,2026-01-01T05:52:22.289000+00:00,6,2001:db8:154:5b19:f3b8:1fe4:194d:9447,2001:db8:1:457f:1133:ded4:81e6:c4c,64047,3389,UDP,RDP,inbound,1289.676,8,1695,6.2031074341405725,1314.2833876085338,0,0,0,0,520034,17,68,2,0,0,6.511693449272661
R0000775,Benign,2026-01-01T17:36:00+00:00,2026-01-01T17:36:00.150000+00:00,6,2001:db8:1db:869a:a69b:4d21:efb3:8c42,2001:db8:1:b08c:3a74:7c44:3ebe:66c,12652,445,UDP,SMB,inbound,150.969,8,690,52.99111482823212,4570.483653935021,0,0,0,0,398488,17,65,0,1,2,5.886353555014534
R0000776,Benign,2026-01-01T07:39:09+00:00,2026-01-01T07:39:09.189000+00:00,6,2001:db8:1:4d81:85c6:5764:21ee:ba3d,2001:db8:1:3a43:352d:ed78:f94:db38,39406,22,UDP,SSH,lateral,189.615,10,600,52.73839660571115,3164.303796342669,0,0,0,0,107128,17,68,2,1,1,4.687625759323307
R0000777,Benign,2026-01-01T20:40:02+00:00,2026-01-01T20:40:02.424000+00:00,6,2001:db8:115:58cc:7120:3b7a:1dcc:cf24,2001:db8:1:1991:3288:8f78:79dd:7b95,39649,3389,UDP,RDP,inbound,424.231,7,1716,16.500453777209017,4044.9683830986683,0,0,0,0,901262,17,55,0,1,1,5.183389657674091
R0000778,Benign,2026-01-01T15:08:49+00:00,2026-01-01T15:08:49.366000+00:00,6,2001:db8:1:31de:a483:39f7:c703:6a4c,2001:db8:1:a28a:ce46:abf3:96c4:9c44,50539,8080,TCP,HTTP-ALT,lateral,366.78,6,2208,16.35856527101303,6019.952019732795,2,4,1,0,567789,6,125,1,0,1,5.971796177235661
R0000779,Benign,2026-01-01T10:33:39+00:00,2026-01-01T10:33:39.221000+00:00,6,2001:db8:1:a531:f391:4a36:48a4:36ae,2001:db8:1de:4d0:43a2:9acd:4cb5:736,17343,3389,TCP,RDP,outbound,221.302,5,1184,22.593525156183716,5350.146756984304,3,2,1,0,647608,6,65,1,1,2,3.6550626533232418
R0000780,Benign,2026-01-01T16:09:05+00:00,2026-01-01T16:09:05.248000+00:00,6,2001:db8:1:51b7:1ab:1df1:7cd2:1263,2001:db8:1:8271:f96f:4a1b:e4b3:b66b,0,445,ICMPv6,OTHER,lateral,248.297,5,300,20.137176915133942,1208.2306149080364,0,0,0,0,906000,58,65,1,0,0,3.9796793100560244
R0000781,Benign,2026-01-01T18:23:38+00:00,2026-01-01T18:23:38.065000+00:00,6,2001:db8:1:afdc:a34c:4c78:57a9:9ae7,2001:db8:1:2ec2:d293:23e2:89e1:a5a,52062,22,TCP,SSH,lateral,65.654,1,194,15.231416918674384,2954.8948822228303,1,0,0,0,640436,6,64,0,0,0,4.974343619287748
R0000782,DoS,2026-01-01T07:48:58+00:00,2026-01-01T07:48:58.144000+00:00,6,2001:db8:135:d5b1:9c09:f0fe:ed74:3c6,2001:db8:1:2793:ac00:cd5e:922d:9ba6,11273,53,UDP,DNS,inbound,144.361,27,2897,187.03113324020248,20067.747888772836,0,0,0,0,329531,17,123,0,3,0,4.42474120177344
R0000783,Benign,2026-01-01T17:26:27+00:00,2026-01-01T17:26:27.322000+00:00,6,2001:db8:1:6aba:c9eb:6e3c:9860:f848,2001:db8:144:f64b:b9f9:d376:c79e:49b,62158,22,TCP,SSH,outbound,322.546,16,1816,49.60532910596334,5630.2048535268395,2,14,0,0,642215,6,65,1,1,1,5.903440133138894
R0000784,Benign,2026-01-01T23:23:58+00:00,2026-01-01T23:24:00.805000+00:00,6,2001:db8:190:3389:6ce0:52ef:4eda:31cc,2001:db8:1:6ac8:c33f:fef7:64bf:2e8c,50977,443,UDP,HTTPS,inbound,2805.777,12,752,4.276890039232619,268.0184424585774,0,0,0,0,293455,17,68,1,0,1,4.916781961054768
R0000785,Benign,2026-01-01T07:48:59+00:00,2026-01-01T07:48:59.242000+00:00,6,2001:db8:135:6766:33c4:3cd1:b44f:8e12,2001:db8:1:4184:b777:dcb9:a97c:696b,55586,25,UDP,SMTP,inbound,242.495,6,1090,24.74277381459111,4494.937242984052,0,0,0,0,801964,17,63,1,0,1,4.558333179869618
R0000786,Benign,2026-01-01T18:44:58+00:00,2026-01-01T18:44:59.805000+00:00,6,2001:db8:180:c0e6:9e18:23a2:3708:eb7f,2001:db8:1:4622:db3d:419b:70aa:9992,5901,80,TCP,HTTP,inbound,1805.904,5,563,2.7686960396475855,311.7551740643181,1,4,0,1,985392,6,129,0,0,1,3.568664889582927
R0000787,Benign,2026-01-01T08:52:00+00:00,2026-01-01T08:52:00.621000+00:00,6,2001:db8:1:3ff5:7cae:bdfe:b4dc:70c6,2001:db8:1:9b51:fca7:644d:47b7:6d17,25601,8080,TCP,HTTP-ALT,lateral,621.561,4,782,6.435407655931591,1258.1221967346262,3,1,0,0,578910,6,125,0,0,0,5.892769031848861
R0000788,Benign,2026-01-01T13:29:02+00:00,2026-01-01T13:29:03.091000+00:00,6,2001:db8:1bf:f49c:e17f:5e53:2260:7be8,2001:db8:1:fa28:5315:6a23:12f0:ed7d,55046,143,UDP,IMAP,inbound,1091.436,8,587,7.329791428537052,537.8234460689063,0,0,0,0,419418,17,68,0,0,2,4.500504779832357
R0000789,Benign,2026-01-01T21:43:20+00:00,2026-01-01T21:43:20.158000+00:00,6,2001:db8:1a9:2308:c346:4f9:8bed:104,2001:db8:1:87f1:8e82:373e:42be:7d36,46215,25,TCP,SMTP,inbound,158.64,16,1007,100.8569793675428,6347.686138944726,2,14,0,1,658424,6,125,0,0,0,3.7563957378302355
R0000790,Benign,2026-01-01T02:51:38+00:00,2026-01-01T02:51:38.261000+00:00,6,2001:db8:1:77e4:523e:901f:2f23:cd0c,2001:db8:1:5cb9:75f7:3b07:3a49:62d1,14064,110,TCP,POP3,lateral,261.225,9,1173,34.453090798797646,4490.386167443294,1,8,0,0,48524,6,66,2,1,1,5.726897923665794
R0000791,Benign,2026-01-01T11:48:29+00:00,2026-01-01T11:48:29.638000+00:00,6,2001:db8:10c:4bc3:cc50:15cf:7c81:ed5a,2001:db8:1:f6e:8745:d05:d4e8:9dd0,25500,3389,TCP,RDP,inbound,638.513,27,3243,42.28576154823214,5078.98980373766,3,24,1,0,685915,6,253,0,1,0,4.207133998914455
R0000792,Benign,2026-01-01T18:24:38+00:00,2026-01-01T18:24:38.109000+00:00,6,2001:db8:1:90b7:1357:69cb:bc03:daa7,2001:db8:18e:ec22:f966:f9c2:1796:b7b1,35873,80,TCP,HTTP,outbound,109.872,15,1507,136.52260674006598,13715.97122381863,1,14,0,1,400320,6,132,0,0,2,4.715881505415182
R0000793,Benign,2026-01-01T18:44:48+00:00,2026-01-01T18:44:48.233000+00:00,6,2001:db8:1e1:6b1b:e3ac:d21a:7387:a600,2001:db8:1:26f6:bd2a:f2c4:fe8d:b353,22679,123,TCP,NTP,inbound,233.337,16,2343,68.57031323787292,10041.265244771017,3,13,0,0,952205,6,65,0,0,2,5.281278422056199
R0000794,Benign,2026-01-01T03:36:42+00:00,2026-01-01T03:36:42.389000+00:00,6,2001:db8:1:66c6:57f:f1df:e3af:8541,2001:db8:1:1a0:4b37:617d:9322:4fb,55302,8080,UDP,HTTP-ALT,lateral,389.902,67,16876,171.83791397777912,43282.6363625224,0,0,0,0,895797,17,66,1,0,0,5.311799158203389
R0000795,Benign,2026-01-01T04:31:56+00:00,2026-01-01T04:31:56.998000+00:00,6,2001:db8:1:8849:539d:5223:c48d:276c,2001:db8:1aa:57c6:a753:297e:752f:524f,51481,22,UDP,SSH,outbound,998.687,15,1679,15.0197199278458,1681.2073172568732,0,0,0,0,320035,17,127,2,1,2,5.119082662337312
R0000796,Benign,2026-01-01T15:47:45+00:00,2026-01-01T15:47:45.023000+00:00,6,2001:db8:188:8e58:6b6:a5f4:19d4:5a55,2001:db8:1:d83e:f1ca:680c:9a17:8669,52106,443,TCP,HTTPS,inbound,23.257,11,859,472.97082889834877,36934.72200215287,1,10,0,0,661308,6,68,0,1,0,5.219344070811754
R0000797,Benign,2026-01-01T10:39:17+00:00,2026-01-01T10:39:17.157000+00:00,6,2001:db8:13b:a480:4565:5d2d:fdb2:69e5,2001:db8:1:379c:eb7d:2448:efb1:8149,2812,110,TCP,POP3,inbound,157.353,14,1886,88.9719885815269,11985.797890339982,1,13,1,0,786670,6,130,0,1,0,4.4091182083054345
R0000798,Benign,2026-01-01T03:54:33+00:00,2026-01-01T03:54:33.415000+00:00,6,2001:db8:1:7262:c99:4ec1:6162:faf8,2001:db8:132:d9ec:6630:8af8:7044:9b51,51551,22,UDP,SSH,outbound,415.968,15,2333,36.06050396740224,5608.610383729962,0,0,0,0,255231,17,255,1,0,0,5.6147728907887915
R0000799,Benign,2026-01-01T02:41:16+00:00,2026-01-01T02:41:17.709000+00:00,6,2001:db8:1:5bbf:9ad7:5864:bd9a:b6d9,2001:db8:1:511f:fecf:c0db:bfeb:32a4,13540,143,TCP,IMAP,lateral,1709.413,7,848,4.094973436864074,496.07678206581926,3,4,0,0,535370,6,60,0,0,2,4.331739038401668
R0000800,Exploits,2026-01-01T23:59:34+00:00,2026-01-01T23:59:34.292000+00:00,6,2001:db8:166:7a9b:6b86:8d1:cdac:6327,2001:db8:1:199d:db84:aa96:f629:5eb4,24642,21,TCP,OTHER,inbound,292.437,7,578,23.936746617868494,1976.4913635897126,1,6,0,0,630601,6,126,3,2,1,6.294971455708821
